udi,type,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type,diff_temperature_k
3027,M,1888,21.9,221,No Failure,9.100000000000023
3029,L,1379,55.6,2,No Failure,9.0
3030,L,1525,51.3,4,No Failure,9.100000000000023
3031,M,1563,34.0,6,No Failure,9.200000000000045
3032,M,1389,43.3,9,No Failure,9.199999999999989
3035,H,1470,43.8,18,No Failure,9.099999999999966
3036,M,1428,42.6,23,No Failure,9.099999999999966
3037,L,1319,48.1,26,No Failure,9.200000000000045
3038,L,1887,24.3,28,No Failure,9.199999999999989
3039,L,1349,50.4,30,No Failure,9.100000000000023
3041,L,1474,38.7,35,No Failure,9.199999999999989
3042,L,1543,38.9,37,No Failure,9.100000000000023
3043,M,1459,43.9,39,No Failure,9.199999999999989
3046,L,1526,35.3,46,No Failure,9.199999999999989
3051,L,1431,51.3,57,No Failure,9.0
3052,L,1366,49.3,59,No Failure,9.100000000000023
3053,L,1421,42.5,61,No Failure,9.099999999999966
3054,H,1506,35.6,63,No Failure,9.100000000000023
3055,H,1342,48.7,68,No Failure,9.100000000000023
3056,L,1427,37.6,73,No Failure,9.099999999999966
3057,L,1667,29.9,75,No Failure,9.0
3060,M,1368,45.8,81,No Failure,9.0
3063,L,1553,40.0,88,No Failure,9.100000000000023
3065,M,1731,30.4,92,No Failure,9.0
3068,L,1533,37.0,101,No Failure,9.099999999999966
3069,H,1622,31.8,103,No Failure,9.0
3070,L,1791,28.2,108,No Failure,9.100000000000023
3071,L,1631,28.3,110,No Failure,9.100000000000023
3073,L,1314,58.2,114,No Failure,8.899999999999977
3074,L,1478,46.9,116,No Failure,9.0
3075,L,1783,27.3,118,No Failure,9.099999999999966
3076,M,1385,46.1,120,No Failure,9.099999999999966
3079,M,1349,56.2,127,No Failure,9.299999999999955
3082,M,1932,21.8,135,No Failure,9.300000000000011
3083,M,1407,43.9,138,No Failure,9.300000000000011
3085,H,1329,55.2,143,No Failure,9.299999999999955
3086,L,1441,42.9,148,No Failure,9.099999999999966
3087,L,1610,32.1,150,No Failure,9.199999999999989
3089,M,1624,30.8,155,No Failure,9.100000000000023
3091,H,1448,45.8,163,No Failure,9.199999999999989
3093,M,2293,16.3,170,No Failure,9.300000000000011
3094,L,1397,51.2,173,No Failure,9.300000000000011
3096,M,1574,36.5,177,No Failure,9.300000000000011
3097,L,1560,38.9,180,No Failure,9.300000000000011
3098,M,1353,49.8,182,No Failure,9.300000000000011
3099,M,1389,51.2,185,No Failure,9.300000000000011
3100,M,1513,43.8,188,No Failure,9.200000000000045
3101,L,1578,42.1,191,No Failure,9.300000000000011
3103,L,1412,48.3,198,No Failure,9.200000000000045
3104,L,1668,30.3,200,No Failure,9.300000000000011
3105,M,1678,29.8,202,No Failure,9.399999999999977
3106,L,1612,35.4,205,No Failure,9.300000000000011
3108,M,1456,39.4,209,No Failure,9.300000000000011
3110,L,1491,44.3,214,No Failure,9.300000000000011
3112,L,1759,27.9,5,No Failure,9.199999999999989
3113,M,1355,56.7,7,No Failure,9.300000000000011
3114,M,1345,56.8,10,No Failure,9.200000000000045
3115,M,1683,30.5,13,No Failure,9.300000000000011
3116,L,1658,34.8,16,No Failure,9.300000000000011
3118,M,1469,43.9,20,No Failure,9.199999999999989
3119,M,1458,46.9,23,No Failure,9.300000000000011
3121,H,1563,40.8,28,No Failure,9.299999999999955
3122,L,2141,17.9,33,No Failure,9.299999999999955
3124,H,1498,38.5,37,No Failure,9.399999999999977
3125,L,1568,39.7,42,No Failure,9.299999999999955
3126,L,1694,27.4,44,No Failure,9.299999999999955
3128,L,1717,28.3,48,No Failure,9.5
3130,L,1642,34.5,53,No Failure,9.5
3131,L,1760,25.4,55,No Failure,9.5
3133,L,1557,40.6,59,No Failure,9.399999999999977
3135,L,1359,51.5,66,No Failure,9.400000000000034
3139,L,1376,43.5,74,No Failure,9.5
3140,H,1513,38.7,76,No Failure,9.5
3141,H,2563,12.8,81,Power Failure,9.5
3142,L,1521,45.1,86,No Failure,9.5
3143,L,1658,34.7,88,No Failure,9.399999999999977
3144,H,1419,42.4,90,No Failure,9.399999999999977
3145,M,1478,36.3,95,No Failure,9.399999999999977
3146,M,1415,43.5,98,No Failure,9.5
3147,M,1780,26.5,101,No Failure,9.399999999999977
3148,M,1440,42.8,104,No Failure,9.300000000000011
3150,H,1500,35.2,112,No Failure,9.300000000000011
3152,L,1428,43.8,119,No Failure,9.300000000000011
3153,M,1473,42.3,121,No Failure,9.300000000000011
3154,M,1483,49.3,124,No Failure,9.399999999999977
3155,L,1534,42.5,127,No Failure,9.300000000000011
3156,L,1367,54.0,129,No Failure,9.300000000000011
3157,L,1467,36.9,131,No Failure,9.300000000000011
3158,M,1488,42.2,133,No Failure,9.300000000000011
3159,L,1679,30.1,136,No Failure,9.300000000000011
3163,L,1480,40.0,148,No Failure,9.399999999999977
3164,L,1549,38.9,150,No Failure,9.400000000000034
3166,L,1536,34.5,154,No Failure,9.200000000000045
3167,M,1539,37.7,156,No Failure,9.300000000000011
3168,L,1384,45.1,159,No Failure,9.300000000000011
3169,M,1614,30.3,161,No Failure,9.200000000000045
3170,M,1675,35.5,164,No Failure,9.200000000000045
3172,L,1386,56.9,170,No Failure,9.200000000000045
3174,L,1624,32.6,175,No Failure,9.300000000000011
3175,L,1600,34.6,177,No Failure,9.300000000000011
3176,L,1468,44.7,179,No Failure,9.300000000000011
3177,L,1435,45.4,181,No Failure,9.300000000000011
3178,M,1564,33.4,183,No Failure,9.300000000000011
3179,M,1329,53.6,186,No Failure,9.199999999999989
3181,M,1433,48.8,191,No Failure,9.199999999999989
3182,L,1527,37.0,194,No Failure,9.199999999999989
3184,L,1616,32.0,199,No Failure,9.199999999999989
3185,L,1654,31.0,201,No Failure,9.199999999999989
3186,L,1685,27.1,203,No Failure,9.199999999999989
3187,M,1456,48.8,205,No Failure,9.199999999999989
3188,M,1752,27.8,208,No Failure,9.199999999999989
3189,M,1438,51.0,211,No Failure,9.099999999999966
3190,L,1551,33.7,214,No Failure,9.0
3191,L,1599,30.1,216,No Failure,9.099999999999966
3192,M,1732,33.7,218,No Failure,9.099999999999966
3193,M,1418,39.8,221,No Failure,9.099999999999966
3195,L,1454,51.7,2,No Failure,9.0
3196,M,1635,32.4,4,No Failure,9.199999999999989
3197,L,1489,40.3,7,No Failure,9.100000000000023
3198,L,1465,40.6,9,No Failure,9.100000000000023
3200,H,1560,35.4,14,No Failure,9.0
3201,M,1454,44.4,19,No Failure,9.099999999999966
3203,L,1430,43.4,24,No Failure,9.0
3204,M,1533,38.0,26,No Failure,9.0
3207,M,1612,33.0,34,No Failure,8.899999999999977
3209,M,1406,42.2,40,No Failure,8.900000000000034
3210,L,1587,31.4,43,No Failure,8.899999999999977
3211,M,1364,47.6,45,No Failure,8.899999999999977
3212,L,1462,51.4,48,No Failure,8.899999999999977
3214,L,1752,29.0,52,No Failure,8.800000000000011
3215,H,1396,51.2,54,No Failure,8.900000000000034
3216,M,2179,16.3,59,No Failure,8.899999999999977
3219,L,1426,53.6,66,No Failure,9.0
3220,M,1503,38.4,68,No Failure,9.0
3222,L,1423,49.1,74,No Failure,9.0
3223,M,1435,44.7,76,No Failure,9.0
3228,M,1589,34.9,91,No Failure,8.800000000000011
3229,L,1475,46.8,94,No Failure,8.800000000000011
3232,L,1425,45.3,100,No Failure,8.600000000000023
3234,H,1474,40.7,104,No Failure,8.599999999999966
3236,L,1946,20.5,111,No Failure,8.599999999999966
3237,M,1342,62.4,113,Heat Dissipation Failure,8.599999999999966
3238,M,1758,26.8,116,No Failure,8.600000000000023
3239,M,1724,25.6,119,No Failure,8.5
3240,L,1430,48.5,122,No Failure,8.5
3242,H,1469,43.4,126,No Failure,8.600000000000023
3244,L,1724,28.1,133,No Failure,8.600000000000023
3245,M,1397,48.0,135,No Failure,8.600000000000023
3246,M,1588,32.7,138,No Failure,8.600000000000023
3247,L,1468,42.0,141,No Failure,8.699999999999989
3249,M,1511,39.3,146,No Failure,8.699999999999989
3250,L,1493,38.9,149,No Failure,8.699999999999989
3252,L,1501,36.1,156,No Failure,8.5
3253,L,1668,30.8,158,No Failure,8.599999999999966
3254,L,1502,48.9,160,No Failure,8.5
3255,M,1288,58.4,162,No Failure,8.699999999999989
3256,L,1491,42.9,165,No Failure,8.699999999999989
3259,L,1643,32.9,171,No Failure,8.699999999999989
3260,M,1625,31.6,173,No Failure,8.800000000000011
3261,M,2068,17.8,176,No Failure,8.699999999999989
3262,H,1469,39.7,179,No Failure,8.800000000000011
3264,L,1344,54.8,186,No Failure,8.699999999999989
3266,L,1355,53.6,193,No Failure,8.800000000000011
3267,L,1269,56.8,195,Overstrain Failure,8.800000000000011
3269,M,1525,37.8,199,No Failure,8.800000000000011
3270,M,1696,32.4,202,No Failure,8.699999999999989
3271,L,1937,21.8,205,No Failure,8.700000000000045
3272,M,1689,32.1,207,No Failure,8.600000000000023
3273,M,1593,30.8,210,No Failure,8.699999999999989
3274,M,1565,36.0,213,No Failure,8.599999999999966
3275,L,1665,31.4,0,No Failure,8.699999999999989
3276,H,1532,36.3,2,No Failure,8.699999999999989
3277,L,1438,40.9,7,No Failure,8.699999999999989
3278,L,1531,41.6,9,No Failure,8.800000000000011
3279,L,1506,40.8,11,No Failure,8.699999999999989
3280,L,1382,52.4,13,No Failure,8.699999999999989
3281,M,1456,50.8,15,No Failure,8.699999999999989
3282,M,1445,45.6,18,No Failure,8.800000000000011
3284,L,1449,45.5,23,No Failure,8.699999999999989
3285,H,1362,50.7,25,No Failure,8.699999999999989
3286,L,1687,29.7,30,No Failure,8.699999999999989
3289,L,1662,31.0,37,No Failure,8.800000000000011
3291,L,1385,42.3,42,No Failure,9.0
3292,M,1479,45.5,44,No Failure,8.900000000000034
3293,L,1400,44.3,47,No Failure,9.0
3294,M,1357,54.5,49,No Failure,9.100000000000023
3295,L,1657,34.1,52,No Failure,9.099999999999966
3296,L,1496,43.4,54,No Failure,9.099999999999966
3298,L,1548,38.6,59,No Failure,9.100000000000023
3299,L,1499,38.1,61,No Failure,9.100000000000023
3302,L,1365,47.7,70,No Failure,9.199999999999989
3303,L,1503,48.6,72,No Failure,9.199999999999989
3304,L,1390,49.9,74,No Failure,9.199999999999989
3305,L,1497,45.7,76,No Failure,9.100000000000023
3306,M,1577,48.3,78,No Failure,9.099999999999966
3308,M,1563,39.9,83,No Failure,9.100000000000023
3309,L,1433,43.4,86,No Failure,9.0
3310,L,1384,50.1,88,No Failure,9.099999999999966
3311,L,1346,46.7,90,No Failure,9.099999999999966
3312,L,1459,44.7,92,No Failure,9.099999999999966
3314,L,1737,31.9,96,No Failure,9.0
3315,L,1489,43.5,98,No Failure,9.100000000000023
3316,M,1492,43.0,100,No Failure,9.100000000000023
3317,M,1217,60.6,103,No Failure,9.100000000000023
3318,L,1636,28.7,106,No Failure,9.0
3319,L,1436,49.7,108,No Failure,9.0
3320,L,1689,30.6,110,No Failure,9.0
3322,L,1522,41.0,114,No Failure,9.100000000000023
3323,L,1351,52.9,116,No Failure,9.0
3324,L,1589,36.7,118,No Failure,9.0
3326,L,1587,33.7,122,No Failure,9.100000000000023
3327,L,1962,20.2,124,No Failure,9.100000000000023
3329,L,1418,43.9,129,No Failure,9.0
3330,L,1683,29.7,131,No Failure,9.099999999999966
3331,L,1385,50.7,133,No Failure,9.100000000000023
3332,L,1559,44.5,135,No Failure,9.100000000000023
3333,M,1671,31.6,137,No Failure,9.100000000000023
3334,M,1343,49.5,140,No Failure,9.199999999999989
3335,M,1548,34.2,143,No Failure,9.199999999999989
3336,L,1705,31.2,146,No Failure,9.199999999999989
3338,L,1564,34.1,150,No Failure,9.199999999999989
3339,M,1510,40.9,152,No Failure,9.299999999999955
3340,L,1492,45.2,155,No Failure,9.299999999999955
3341,M,1452,44.1,157,No Failure,9.300000000000011
3344,M,1628,36.4,167,No Failure,9.300000000000011
3345,L,1706,27.9,170,No Failure,9.300000000000011
3352,L,1680,31.4,185,No Failure,9.400000000000034
3353,L,1610,34.6,187,No Failure,9.400000000000034
3354,L,1632,31.6,189,No Failure,9.299999999999955
3358,H,1414,51.7,197,No Failure,9.099999999999966
3360,L,1525,41.9,204,No Failure,9.100000000000023
3361,L,1394,46.5,206,No Failure,9.100000000000023
3362,L,1519,40.7,208,No Failure,9.100000000000023
3363,L,1445,43.9,210,No Failure,9.200000000000045
3364,L,1555,43.3,212,No Failure,9.200000000000045
3365,L,1633,39.5,0,No Failure,9.100000000000023
3366,M,1630,30.3,2,No Failure,9.200000000000045
3368,H,1790,26.2,8,No Failure,9.199999999999989
3369,L,1350,58.5,13,No Failure,9.300000000000011
3370,L,2760,8.0,15,Power Failure,9.399999999999977
3371,L,1584,32.2,17,No Failure,9.300000000000011
3372,L,1989,21.8,19,No Failure,9.300000000000011
3373,L,1431,44.3,21,No Failure,9.400000000000034
3374,L,1568,35.2,23,No Failure,9.300000000000011
3376,M,1459,46.9,27,No Failure,9.200000000000045
3379,L,1568,33.1,38,No Failure,9.199999999999989
3380,M,1459,37.7,40,No Failure,9.300000000000011
3382,L,1376,47.6,45,No Failure,9.300000000000011
3385,L,1426,40.7,54,No Failure,9.300000000000011
3386,L,1466,43.6,56,No Failure,9.199999999999989
3389,M,1435,48.0,66,No Failure,9.199999999999989
3390,M,1416,53.2,69,No Failure,9.199999999999989
3391,H,1599,40.4,72,No Failure,9.199999999999989
3392,L,1466,47.3,77,No Failure,9.199999999999989
3393,L,1408,47.3,79,No Failure,9.199999999999989
3396,L,1647,33.3,85,No Failure,9.100000000000023
3399,L,1675,30.7,92,No Failure,9.300000000000011
3400,L,1605,34.2,94,No Failure,9.300000000000011
3402,M,1617,34.3,101,No Failure,9.300000000000011
3403,L,1347,53.3,104,No Failure,9.200000000000045
3405,L,1695,30.9,108,No Failure,9.099999999999966
3406,M,1635,32.5,110,No Failure,9.099999999999966
3408,L,1381,49.8,115,No Failure,9.199999999999989
3409,M,1382,41.6,117,No Failure,9.199999999999989
3412,L,1419,55.7,125,No Failure,9.0
3415,L,1555,41.2,131,No Failure,9.0
3416,L,1579,36.9,133,No Failure,9.0
3417,L,1435,44.6,135,No Failure,9.0
3421,L,1834,23.5,146,No Failure,9.0
3423,L,1629,34.1,151,No Failure,8.899999999999977
3425,L,1593,32.9,155,No Failure,9.0
3426,M,1623,33.5,157,No Failure,9.0
3427,L,1380,48.7,160,No Failure,9.0
3428,L,1562,34.4,162,No Failure,9.0
3432,L,1429,43.6,176,No Failure,9.099999999999966
3435,M,1412,44.1,184,No Failure,9.0
3437,L,1466,48.1,189,No Failure,9.0
3439,L,1471,37.5,193,No Failure,9.0
3440,L,1492,41.4,195,No Failure,8.900000000000034
3441,L,1460,41.5,197,No Failure,9.0
3445,L,1381,50.7,206,No Failure,9.100000000000023
3447,H,1400,49.5,211,No Failure,9.0
3448,L,1624,34.5,216,No Failure,8.900000000000034
3451,L,1506,43.4,222,No Failure,9.0
3452,L,1455,43.9,0,No Failure,9.0
3453,H,1602,32.3,2,No Failure,8.899999999999977
3455,L,1918,21.8,9,No Failure,8.899999999999977
3456,H,1611,41.5,11,No Failure,8.900000000000034
3457,H,1610,38.6,16,No Failure,9.0
3459,L,1329,46.6,24,No Failure,8.899999999999977
3460,L,1270,54.2,26,No Failure,8.899999999999977
3461,L,1415,41.6,28,No Failure,8.800000000000011
3463,H,1786,27.1,35,No Failure,8.899999999999977
3465,L,1303,59.7,42,No Failure,8.900000000000034
3468,L,1461,44.2,49,No Failure,8.899999999999977
3469,L,2092,18.6,51,No Failure,8.899999999999977
3472,L,1441,49.3,58,No Failure,8.899999999999977
3473,L,1523,43.3,60,No Failure,8.899999999999977
3475,M,1557,35.3,65,No Failure,8.900000000000034
3476,L,1644,33.4,68,No Failure,8.899999999999977
3477,L,1522,43.8,70,No Failure,8.800000000000011
3479,L,1597,30.8,74,No Failure,8.899999999999977
3480,M,1619,31.0,76,No Failure,9.0
3485,L,1519,39.0,90,No Failure,8.900000000000034
3487,L,1650,29.8,94,No Failure,8.900000000000034
3488,M,1508,38.8,96,No Failure,9.0
3491,M,1763,28.4,103,No Failure,9.0
3492,H,1590,34.3,106,No Failure,9.0
3493,H,1336,63.6,111,No Failure,9.100000000000023
3494,M,1638,35.4,116,No Failure,9.100000000000023
3495,L,1356,45.7,119,No Failure,9.100000000000023
3496,M,1384,47.4,121,No Failure,9.100000000000023
3497,L,1309,48.0,124,No Failure,9.0
3499,L,1289,54.9,128,No Failure,9.100000000000023
3504,L,1493,47.6,145,No Failure,9.100000000000023
3506,L,1726,26.7,150,No Failure,9.199999999999989
3509,L,1608,33.0,160,No Failure,9.199999999999989
3510,L,1771,27.2,162,No Failure,9.199999999999989
3514,M,1417,52.5,171,No Failure,9.200000000000045
3515,H,1430,49.8,174,No Failure,9.100000000000023
3517,L,1402,47.8,182,No Failure,9.100000000000023
3518,L,1550,35.2,184,No Failure,9.0
3519,L,1376,44.9,186,No Failure,9.100000000000023
3524,L,1521,39.3,197,No Failure,9.099999999999966
3527,H,1470,37.6,204,No Failure,9.0
3528,M,1573,38.9,209,No Failure,9.0
3529,L,1378,53.1,212,Overstrain Failure,8.899999999999977
3530,L,1567,39.0,214,Tool Wear Failure,9.0
3531,M,1441,43.7,0,No Failure,9.0
3532,M,1641,33.2,3,No Failure,9.0
3535,M,1769,26.0,10,No Failure,9.100000000000023
3537,L,1632,34.2,18,No Failure,9.0
3538,M,1980,21.5,20,No Failure,9.0
3540,L,1686,32.5,25,No Failure,9.0
3541,L,1574,31.4,27,No Failure,9.0
3542,L,1546,43.4,29,No Failure,9.0
3543,L,1899,24.7,31,No Failure,9.099999999999966
3544,L,1449,36.5,33,No Failure,9.099999999999966
3547,M,1317,51.9,40,No Failure,9.0
3548,M,1467,48.1,43,No Failure,9.100000000000023
3549,L,1616,34.5,46,No Failure,9.0
3550,M,1299,60.4,48,No Failure,9.099999999999966
3552,L,1799,24.2,54,No Failure,9.0
3554,M,1618,37.8,59,No Failure,9.0
3555,L,1525,43.2,62,No Failure,8.900000000000034
3556,L,1551,37.7,64,No Failure,8.899999999999977
3557,L,1735,31.5,66,No Failure,8.900000000000034
3558,M,1309,43.3,68,No Failure,8.899999999999977
3559,L,1743,26.2,71,No Failure,8.900000000000034
3560,M,1659,29.9,73,No Failure,9.0
3562,L,1486,38.5,78,No Failure,8.900000000000034
3563,L,1471,43.8,80,No Failure,8.900000000000034
3564,M,1465,35.8,82,No Failure,8.899999999999977
3565,M,1492,42.2,85,No Failure,8.900000000000034
3566,M,1420,52.0,88,No Failure,8.899999999999977
3567,L,1295,62.3,91,No Failure,8.800000000000011
3568,L,1548,34.1,93,No Failure,8.699999999999989
3569,L,1372,54.7,95,No Failure,8.800000000000011
3570,M,1552,35.9,97,No Failure,8.800000000000011
3571,H,1441,46.3,100,No Failure,8.800000000000011
3572,M,1691,27.7,105,No Failure,8.900000000000034
3576,L,1567,39.1,114,No Failure,8.800000000000011
3577,L,1599,41.7,116,No Failure,8.799999999999955
3579,M,1625,35.9,121,No Failure,8.800000000000011
3581,L,1650,31.9,126,No Failure,8.800000000000011
3582,M,1459,40.2,128,No Failure,8.800000000000011
3583,L,1395,50.5,131,No Failure,8.800000000000011
3585,L,1192,68.9,135,No Failure,8.800000000000011
3591,L,1403,46.8,151,No Failure,8.800000000000011
3593,H,1369,45.4,156,No Failure,8.799999999999955
3595,M,1452,45.7,164,No Failure,8.799999999999955
3596,L,1517,41.1,167,No Failure,8.799999999999955
3597,L,1354,50.0,169,No Failure,8.800000000000011
3599,L,1399,53.2,174,No Failure,8.800000000000011
3600,H,1388,50.5,176,No Failure,8.800000000000011
3603,M,1417,45.2,185,No Failure,8.900000000000034
3604,L,1542,40.0,188,No Failure,9.0
3606,L,1641,31.9,192,No Failure,9.0
3610,M,1644,32.5,201,No Failure,9.199999999999989
3611,M,1594,32.4,204,No Failure,9.100000000000023
3612,L,1405,46.4,207,Tool Wear Failure,9.199999999999989
3613,L,1622,37.8,0,No Failure,9.100000000000023
3614,L,1557,39.4,2,No Failure,9.199999999999989
3616,M,1647,31.6,6,No Failure,9.300000000000011
3619,L,1448,46.3,14,No Failure,9.200000000000045
3620,L,1435,44.2,16,No Failure,9.300000000000011
3621,H,1474,41.8,18,No Failure,9.300000000000011
3623,L,1509,39.9,25,No Failure,9.300000000000011
3624,M,1530,36.4,27,No Failure,9.300000000000011
3625,M,1587,35.9,30,No Failure,9.399999999999977
3627,M,1360,53.0,36,No Failure,9.300000000000011
3628,L,1588,30.6,39,No Failure,9.300000000000011
3629,L,1609,32.1,41,No Failure,9.199999999999989
3630,L,1415,44.1,43,No Failure,9.199999999999989
3631,L,1845,27.3,45,No Failure,9.199999999999989
3634,M,1521,40.6,52,No Failure,9.100000000000023
3635,L,1499,37.7,55,No Failure,9.199999999999989
3636,M,1616,35.1,57,No Failure,9.099999999999966
3638,M,1626,31.6,62,No Failure,9.199999999999989
3639,M,1445,44.8,65,No Failure,9.199999999999989
3640,L,1622,35.0,68,No Failure,9.200000000000045
3642,L,1488,41.8,75,No Failure,9.300000000000011
3644,L,1784,26.4,79,No Failure,9.300000000000011
3645,L,1548,32.4,81,No Failure,9.300000000000011
3648,L,1427,43.8,88,No Failure,9.300000000000011
3649,M,1443,47.0,90,No Failure,9.300000000000011
3650,L,1481,40.4,93,No Failure,9.300000000000011
3653,M,1341,50.8,99,No Failure,9.399999999999977
3654,L,1518,37.4,102,No Failure,9.299999999999955
3657,M,1383,53.6,108,No Failure,9.399999999999977
3658,L,1477,45.4,111,No Failure,9.399999999999977
3659,M,1449,44.5,113,No Failure,9.300000000000011
3660,M,1734,25.0,116,No Failure,9.300000000000011
3661,L,1398,49.1,119,No Failure,9.300000000000011
3662,M,1639,36.6,121,No Failure,9.399999999999977
3663,M,1517,37.6,124,No Failure,9.399999999999977
3665,M,1685,30.8,130,No Failure,9.399999999999977
3668,L,1665,34.3,139,No Failure,9.300000000000011
3670,L,1465,40.2,143,No Failure,9.400000000000034
3673,L,1658,32.3,150,No Failure,9.300000000000011
3674,H,1449,44.5,152,No Failure,9.399999999999977
3676,M,1866,23.1,159,No Failure,9.399999999999977
3678,M,1368,53.6,165,No Failure,9.399999999999977
3679,L,1567,33.1,168,No Failure,9.300000000000011
3681,L,1744,31.2,172,No Failure,9.300000000000011
